query_id,product_id,query,product_title,text_a,text_b,label
62760,B093BQRNMR,lip maximizer,"2pcs brillo para labios,bálsamo de labios,lip plumper,relleno labial natural, juego de rellenos contiene brillo labial diurno ynocturno,para labios llenos e hidratados dar volumen,hidratar",query: lip maximizer,"passage: 2pcs brillo para labios,bálsamo de labios,lip plumper,relleno labial natural, juego de rellenos contiene brillo labial diurno ynocturno,para labios llenos e hidratados dar volumen,hidratar",0
114385,B07DG9MW95,xiaomi laser projector 4k,"mi laser project 150"" white",query: xiaomi laser projector 4k,"passage: mi laser project 150"" white",0
2698,B08RNBR2VT,2 walkie talkie sin presionar botón,"walkie talkie para niños 16 canales con cordones y pegatinas, walkie talkie niños con linterna para exteriores y camping, juguetes para niños mayores de 3 años, regalos para niños y niñas",query: 2 walkie talkie sin presionar botón,"passage: walkie talkie para niños 16 canales con cordones y pegatinas, walkie talkie niños con linterna para exteriores y camping, juguetes para niños mayores de 3 años, regalos para niños y niñas",0
18051,B07VJHKFRD,boina militar ejercito,lopily gorra moda al aire libre unisex casual algodón soldado sombrero de mezclilla visera gorra militar transpirable sencillo gorra plana para hombre ajustable sombrero sombrero de camping(verde),query: boina militar ejercito,passage: lopily gorra moda al aire libre unisex casual algodón soldado sombrero de mezclilla visera gorra militar transpirable sencillo gorra plana para hombre ajustable sombrero sombrero de camping(verde),0
43188,B08X3LTV6R,funda blanca apple iphone x,"kkm vidrio templado funda con protector de pantalla incorporado y protector de lentes de cámara para iphone 12 pro max 6.7 pulgadas, compatible con cargador de magnético carcasa cover - negro",query: funda blanca apple iphone x,"passage: kkm vidrio templado funda con protector de pantalla incorporado y protector de lentes de cámara para iphone 12 pro max 6.7 pulgadas, compatible con cargador de magnético carcasa cover - negro",0
75610,B00C65XY64,one direction cojin,"imc toys 12035 - cojín con accesorios (estuche, cuaderno, bolígrafo, libreta de notas y conector mp3), diseño de one direction",query: one direction cojin,"passage: imc toys 12035 - cojín con accesorios (estuche, cuaderno, bolígrafo, libreta de notas y conector mp3), diseño de one direction",1
38312,B07FS5WKFJ,estuches marmol,ruikey bolsa para lápices mármol estuche escolar creativa de gran capacidad cartera bolsa de cosméticos conveniente para los estudiantes jóvenes(you're special),query: estuches marmol,passage: ruikey bolsa para lápices mármol estuche escolar creativa de gran capacidad cartera bolsa de cosméticos conveniente para los estudiantes jóvenes(you're special),1
69277,B09BVRNC92,minero bitcoin,"minero asic bitcoin whatsminer bitcoin miner m30s + algoritmo 100th sha-256 el whatsminer m30s + be segunda mano tiene una gran potencia de cálculo, prueba profesional",query: minero bitcoin,"passage: minero asic bitcoin whatsminer bitcoin miner m30s + algoritmo 100th sha-256 el whatsminer m30s + be segunda mano tiene una gran potencia de cálculo, prueba profesional",1
43430,B00XJDN11U,fundas plastico a3,westfolio dppa3 a3 mangas de pantalla (pack de 20),query: fundas plastico a3,passage: westfolio dppa3 a3 mangas de pantalla (pack de 20),1
23520,B07J324ZCP,cascos marshall bluetooth,"marshall minor ii bluetooth - auriculares bluetooth, color negro",query: cascos marshall bluetooth,"passage: marshall minor ii bluetooth - auriculares bluetooth, color negro",1
8349,B07N1DPZT8,altavoz bluetooth,"onforu altavoz portátil bluetooth bicicleta, speaker inalámbrico bici con sonido estéreo, bluetooth 5.0 y 10 horas de reproducción ip65 impemeable, mini altavoz para deporte ciclismo al aire libre",query: altavoz bluetooth,"passage: onforu altavoz portátil bluetooth bicicleta, speaker inalámbrico bici con sonido estéreo, bluetooth 5.0 y 10 horas de reproducción ip65 impemeable, mini altavoz para deporte ciclismo al aire libre",1
6032,B0081Y9LKC,aanillos con solitario,"elli anillos solitario para mujer con piedra lunar en color pastel, de plata de ley 925",query: aanillos con solitario,"passage: elli anillos solitario para mujer con piedra lunar en color pastel, de plata de ley 925",1
29183,B086PVK773,correa esterilla yoga,esterilla de yoga cinturón de correa correa deportiva ajustable hombro correa de transporte cinturón ejercicio estiramiento fitness cinturón de yoga elástico,query: correa esterilla yoga,passage: esterilla de yoga cinturón de correa correa deportiva ajustable hombro correa de transporte cinturón ejercicio estiramiento fitness cinturón de yoga elástico,1
56262,B00HXBVXSW,joma niño,"joma estadio - pantalón largo deportivo para niños de 14 años, color azul marino",query: joma niño,"passage: joma estadio - pantalón largo deportivo para niños de 14 años, color azul marino",1
24495,B098DGVM8G,cesto plegable jardin,"bolsa de jardinería con hebilla de liberación de 10 galones, contenedor plegable de hoja de basura, contenedor de jardinería, contenedor de malezas, bolsas de basura de jardín (verde)",query: cesto plegable jardin,"passage: bolsa de jardinería con hebilla de liberación de 10 galones, contenedor plegable de hoja de basura, contenedor de jardinería, contenedor de malezas, bolsas de basura de jardín (verde)",1
9541,B07X48T5L9,aparato corrientes fisioterapia,"moonssy electroestimulador muscular, masajeador y estimulador de pulsos tens/ems, reduce dolor de espalda, cuello, codo, hombro, nervio, pantalla lcd, 2 canales",query: aparato corrientes fisioterapia,"passage: moonssy electroestimulador muscular, masajeador y estimulador de pulsos tens/ems, reduce dolor de espalda, cuello, codo, hombro, nervio, pantalla lcd, 2 canales",1
68601,B0917SVHPJ,mi vida sin freno,mi vida sin freno,query: mi vida sin freno,passage: mi vida sin freno,1
79074,B098XSBJCT,persiana sin taladrar,"dalina textil estor enrollable de doble capa noche y día (blanco, 140x180cm)",query: persiana sin taladrar,"passage: dalina textil estor enrollable de doble capa noche y día (blanco, 140x180cm)",1
54959,B00MTJY826,irrigador bucal de grifo,irrigador dental spa dientes sanos limpiador,query: irrigador bucal de grifo,passage: irrigador dental spa dientes sanos limpiador,1
30504,B01N46X1WD,cuadro japones,artestock cuadro madera 70 x 50 cm. lámina barnizada con efecto palé sobre aglomerado.,query: cuadro japones,passage: artestock cuadro madera 70 x 50 cm. lámina barnizada con efecto palé sobre aglomerado.,1
26260,B07MR4DC5L,cierre magnetico para puertas,"fujie 10pcs amortiguadores magnéticos para puerta de armario cocina push to open system damper buffer cierres magnéticos para puertas de armario, gris",query: cierre magnetico para puertas,"passage: fujie 10pcs amortiguadores magnéticos para puerta de armario cocina push to open system damper buffer cierres magnéticos para puertas de armario, gris",1
31375,B01NCIYIU0,daisalux lens,daisalux lens - downlight lens 3p30 230v 3h aro metal.negro,query: daisalux lens,passage: daisalux lens - downlight lens 3p30 230v 3h aro metal.negro,1
41752,B07LD447JY,foco delantero para quad,"kimiss 2 piezas 9""led faros delanteros de coche, faros de alta potencia 185w faro delantero del coche haz de luz faros de trabajo",query: foco delantero para quad,"passage: kimiss 2 piezas 9""led faros delanteros de coche, faros de alta potencia 185w faro delantero del coche haz de luz faros de trabajo",1
84219,B071YWJ3JC,pulsometro de muñeca,"polar m430 reloj de running con gps y frecuencia cardíaca en la muñeca - multideporte - actividad 24/7 - blanco, m/l",query: pulsometro de muñeca,"passage: polar m430 reloj de running con gps y frecuencia cardíaca en la muñeca - multideporte - actividad 24/7 - blanco, m/l",1
106946,B081TTGPFV,universal screen amplific,"koconh video 3d portátil ampliar amplificador de pantalla de teléfono inteligente amplificador claro universal (2pcs, white)",query: universal screen amplific,"passage: koconh video 3d portátil ampliar amplificador de pantalla de teléfono inteligente amplificador claro universal (2pcs, white)",1
31280,B07FXSRP48,d3s xenon,"osram xenarc night breaker laser d3s, + 200%, xenón, 66340xnl, 1 lámpara",query: d3s xenon,"passage: osram xenarc night breaker laser d3s, + 200%, xenón, 66340xnl, 1 lámpara",1
45382,B006XK3MPG,gingseng koreano rojo puro,ginseng rojo coreano puro - 30 cápsulas de extracto (500 mg); panax ginseng c. a. meyer,query: gingseng koreano rojo puro,passage: ginseng rojo coreano puro - 30 cápsulas de extracto (500 mg); panax ginseng c. a. meyer,1
100227,B07VP4977L,tablet 64 gb 10 pulgadas,lnmbbs android 9.0 tablet de 10'' con wifi 4gb de ram y 64 gb de memoria tablet pc procesador de cuatro núcleos y dobles ranuras sim y una ranura tf cámara gps otg (negro),query: tablet 64 gb 10 pulgadas,passage: lnmbbs android 9.0 tablet de 10'' con wifi 4gb de ram y 64 gb de memoria tablet pc procesador de cuatro núcleos y dobles ranuras sim y una ranura tf cámara gps otg (negro),1
82366,B0828RR3T4,porta alforjas laterales para moto,"chudan alforjas de moto retro, bolsas de herramientas de cuero de pu bolsillo lateral para harley davidson sporty 883 1200 x48 hierro bolsa de motocicleta de gran capacidad,left",query: porta alforjas laterales para moto,"passage: chudan alforjas de moto retro, bolsas de herramientas de cuero de pu bolsillo lateral para harley davidson sporty 883 1200 x48 hierro bolsa de motocicleta de gran capacidad,left",1
38296,B07678FNMK,estuche de airpods,"eco-fused cubiertas protectoras compatible con el estuche apple airpods – paquete de 4 (negro, blanco, gris y transparente) – cubiertas de silicona – protege el estuche",query: estuche de airpods,"passage: eco-fused cubiertas protectoras compatible con el estuche apple airpods – paquete de 4 (negro, blanco, gris y transparente) – cubiertas de silicona – protege el estuche",1
32468,8480637544,derechos del niño,"de viaje con los derechos de las nias y los nios: autores, los propios niños y niñas. niños y niñas de 5 a 6 años del parvulario diana: 3 (la escucha que no se da)",query: derechos del niño,"passage: de viaje con los derechos de las nias y los nios: autores, los propios niños y niñas. niños y niñas de 5 a 6 años del parvulario diana: 3 (la escucha que no se da)",1
43259,B07L4XJNRG,funda llave hyundai kona,kwmobile carcasa compatible con hyundai llave de coche plegable de 3 botones - funda protectora de silicona - cover flexible en rojo/negro,query: funda llave hyundai kona,passage: kwmobile carcasa compatible con hyundai llave de coche plegable de 3 botones - funda protectora de silicona - cover flexible en rojo/negro,1
274,B0895ZNN5Z,- gel hidro-alcohólico higienizante de manos sin aclarado,oedim garrafa de 5 litros de gel hidroalcóholico para manos | alcohol higienizante de manos,query: - gel hidro-alcohólico higienizante de manos sin aclarado,passage: oedim garrafa de 5 litros de gel hidroalcóholico para manos | alcohol higienizante de manos,1
79906,B07FVNVYXQ,pijama+bebe+niña polar,bebé saco de dormir con piernas separable algodón 3.5 tog invierno bolsa de dormir mangas larga extraíbles para niños niñas 9-24 meses,query: pijama+bebe+niña polar,passage: bebé saco de dormir con piernas separable algodón 3.5 tog invierno bolsa de dormir mangas larga extraíbles para niños niñas 9-24 meses,1
65497,B0768F916J,maniqui dibujo articulado,"espeedy modelo de modelado de pintura,cuerpo chan y kun muñeca macho hembra dx conjunto de pvc movebale figura de acción modelo para los regalos shf,versión de lujo del modelo del cuerpo",query: maniqui dibujo articulado,"passage: espeedy modelo de modelado de pintura,cuerpo chan y kun muñeca macho hembra dx conjunto de pvc movebale figura de acción modelo para los regalos shf,versión de lujo del modelo del cuerpo",1
2808,B089RCKH9F,20 pendientes sin perforación,1 unids 20mm clip de acero inoxidable en pendientes pequeños de aro redondo sin perforaciones huggie dangling pendientes para mujeres hombres chapado en oro,query: 20 pendientes sin perforación,passage: 1 unids 20mm clip de acero inoxidable en pendientes pequeños de aro redondo sin perforaciones huggie dangling pendientes para mujeres hombres chapado en oro,1
3806,B083BS5ZDN,36w led exteriores sin cables,"litogo luz solar exterior 140 led【4 pack / 3 modos】con sensor de movimiento, luces led solares exteriores 270º lluminación focos solares exterior impermeable aplique lampara solar para exterior jardin",query: 36w led exteriores sin cables,"passage: litogo luz solar exterior 140 led【4 pack / 3 modos】con sensor de movimiento, luces led solares exteriores 270º lluminación focos solares exterior impermeable aplique lampara solar para exterior jardin",1
99913,B07H9579VT,switch hdmi,"ozvavzk hdmi switcher,hdmi switch splitter bidireccional 2 entradas 1 salida or 1 input 2 outputs soporta 4k, 3d y 1080p para hdtv, blu-ray player, ps3,etc.",query: switch hdmi,"passage: ozvavzk hdmi switcher,hdmi switch splitter bidireccional 2 entradas 1 salida or 1 input 2 outputs soporta 4k, 3d y 1080p para hdtv, blu-ray player, ps3,etc.",1
28113,B072PDFQ61,comida gato humeda junior,purina felix fantastic gelatina comida para gatos selecciones favoritas 10 x [4 x 100 g],query: comida gato humeda junior,passage: purina felix fantastic gelatina comida para gatos selecciones favoritas 10 x [4 x 100 g],1
59120,B06XCH21YH,kriptonite,"kryptonite antirrobo u new york standard w/flexframe-u bracket(102x203) amarillo, candados, x",query: kriptonite,"passage: kryptonite antirrobo u new york standard w/flexframe-u bracket(102x203) amarillo, candados, x",1
30610,B072LR8DRM,cuchillo mariposa practica,epicknives – cs go balisong cuchillo de entrenador mariposa cuchillo de mariposa trainer práctica csgo – 00 – 7 (dull hoja) v2,query: cuchillo mariposa practica,passage: epicknives – cs go balisong cuchillo de entrenador mariposa cuchillo de mariposa trainer práctica csgo – 00 – 7 (dull hoja) v2,1
18059,B003PPER10,bol bambu,"ambiance nature bol, bambú, centimeters",query: bol bambu,"passage: ambiance nature bol, bambú, centimeters",1
19398,B08M92R4RJ,braga cabeza hombre,"guifier 9 piezas braga cuello, microfibra braga de cuello pañuelos deporte multiuso bandana bufandas bragas de cabeza turbante enfriamiento multifunción pañuelos para moto ciclismo, camuflaje",query: braga cabeza hombre,"passage: guifier 9 piezas braga cuello, microfibra braga de cuello pañuelos deporte multiuso bandana bufandas bragas de cabeza turbante enfriamiento multifunción pañuelos para moto ciclismo, camuflaje",1
35973,B00GZD83S2,dunlop protective footwear duo18,"dunlop c462743fl s5 rigair gev.lrs 46 - botas de seguridad unisex, color marrón (bruin), talla 48",query: dunlop protective footwear duo18,"passage: dunlop c462743fl s5 rigair gev.lrs 46 - botas de seguridad unisex, color marrón (bruin), talla 48",1
85663,B07Y48CTPF,raton gaming,"rii rm106 ratón gaming 3200 dpi,ergonómico ratón óptico con cable usb, de 6 botones y 4 niveles de dpi ajustables. 7 colores rgb led y retroiluminación parpadeante. color negro",query: raton gaming,"passage: rii rm106 ratón gaming 3200 dpi,ergonómico ratón óptico con cable usb, de 6 botones y 4 niveles de dpi ajustables. 7 colores rgb led y retroiluminación parpadeante. color negro",1
77781,B07GJSRJZG,para pintura de señalizacion,"pintura para señales moype - 750 ml, amarillo 835",query: para pintura de señalizacion,"passage: pintura para señales moype - 750 ml, amarillo 835",1
17066,B09B8R7Y6T,blazer largo mujer,carteras de mujer monedero largo de cuero fire burning fire fire burning in the night crest of flame on burning wood blaze fire flame texturepu de moda cartera con tarjetero para mujer organizar one,query: blazer largo mujer,passage: carteras de mujer monedero largo de cuero fire burning fire fire burning in the night crest of flame on burning wood blaze fire flame texturepu de moda cartera con tarjetero para mujer organizar one,1
27744,B07738KF8D,collar ying yang para dos,outflower conjunto de dos piezas de acero inoxidable tai chi yin y yang colgante pareja collar,query: collar ying yang para dos,passage: outflower conjunto de dos piezas de acero inoxidable tai chi yin y yang colgante pareja collar,1
33862,B08ZJC68VJ,dispensador algodones maquillaje,"organizador de cosméticos de algodón para maquillaje, soporte de almohadillas de baño, caja de almacenamiento de acrílico transparente con tapa, caja de almacenamiento de maquillaje",query: dispensador algodones maquillaje,"passage: organizador de cosméticos de algodón para maquillaje, soporte de almohadillas de baño, caja de almacenamiento de acrílico transparente con tapa, caja de almacenamiento de maquillaje",1
84114,1684040523,pulgarcita libro,pulgarcito/tom thumb (beginning-to-read),query: pulgarcita libro,passage: pulgarcito/tom thumb (beginning-to-read),1
38120,B08BHZ8BQ9,espejos harley davidson,barbaren espejos de motocicleta espejo lateral de montaje en horquilla de 39-41 mm para harley davidson sportster xl 883 1200 xl48 72 yamaha bolt honda rebel custom cruisers,query: espejos harley davidson,passage: barbaren espejos de motocicleta espejo lateral de montaje en horquilla de 39-41 mm para harley davidson sportster xl 883 1200 xl48 72 yamaha bolt honda rebel custom cruisers,1
57199,B00D3I0D7G,kelual ds champu 100,kelual ds champu 100 ml,query: kelual ds champu 100,passage: kelual ds champu 100 ml,1
108335,B076Z2SX22,vestido,"oodji ultra mujer vestido holgado de punto, negro, es 40 / m",query: vestido,"passage: oodji ultra mujer vestido holgado de punto, negro, es 40 / m",1
43261,B07N8D5HRD,funda llave volkswagen golf 7,kwmobile carcasa compatible con vw golf 7 mk7 llave de coche de 3 botones - funda protectora de silicona - case para mando de auto en azul oscuro/rojo,query: funda llave volkswagen golf 7,passage: kwmobile carcasa compatible con vw golf 7 mk7 llave de coche de 3 botones - funda protectora de silicona - case para mando de auto en azul oscuro/rojo,1
110723,B07YL1HTNG,westworld poster serie,instabuy poster - playbill - tv series - westworld variant 03 a3 42x30,query: westworld poster serie,passage: instabuy poster - playbill - tv series - westworld variant 03 a3 42x30,1
87269,B00M75CCOS,retardante para yaculacion precoz,"imunoglukan jarabe 120ml - complemento alimenticio, con vitamina c que contribuye al correcto funcionamiento del sistema inmunitario,1ml/5kg de peso",query: retardante para yaculacion precoz,"passage: imunoglukan jarabe 120ml - complemento alimenticio, con vitamina c que contribuye al correcto funcionamiento del sistema inmunitario,1ml/5kg de peso",1
9154,B099KN15MR,anillo rubi oro,"mille amori ∞ anillo de compromiso de oro y diamantes naturales y rubí para mujer ∞ oro blanco 9 quilates 375 ♥ diamantes 0,06 kts ♥ rubí 0,40 kts",query: anillo rubi oro,"passage: mille amori ∞ anillo de compromiso de oro y diamantes naturales y rubí para mujer ∞ oro blanco 9 quilates 375 ♥ diamantes 0,06 kts ♥ rubí 0,40 kts",1
103357,B071KK6RTJ,tira luz led,"bonlux impermeable usb led tira 5v 4.5w 450lm 200cm luz fría 6000k de bajo consumo para acampada, escalada, picnic, actividades exteriores",query: tira luz led,"passage: bonlux impermeable usb led tira 5v 4.5w 450lm 200cm luz fría 6000k de bajo consumo para acampada, escalada, picnic, actividades exteriores",1
2265,B08D6LPJHG,16gb sin sistema operativo,"hp 15s-fq1158ns - ordenador portátil de 15.6"" fullhd (intel core i7-1065g7, 16 gb ram, 512 gb ssd, intel iris plus, sin sistema operativo) plata - teclado qwerty español",query: 16gb sin sistema operativo,"passage: hp 15s-fq1158ns - ordenador portátil de 15.6"" fullhd (intel core i7-1065g7, 16 gb ram, 512 gb ssd, intel iris plus, sin sistema operativo) plata - teclado qwerty español",1
66982,B07X8PVGWM,mejor patinete electrico adulto,"patinete eléctrico denver sco-65110 motor de 250 w, marco de aluminio. velocidad máx. 20 km/h, recorrido hasta 12 km por carga. ruedas 6.5 "", luz delantera y trasera, plegable y ligero, negro, unica",query: mejor patinete electrico adulto,"passage: patinete eléctrico denver sco-65110 motor de 250 w, marco de aluminio. velocidad máx. 20 km/h, recorrido hasta 12 km por carga. ruedas 6.5 "", luz delantera y trasera, plegable y ligero, negro, unica",1
22022,B01K1YTBNQ,camisetas de alien,"shirtworld&nbsp;&ndash;&nbsp;camiseta, dise&ntilde;o &laquo;uscss nostromo&raquo; negro l",query: camisetas de alien,"passage: shirtworld&nbsp;&ndash;&nbsp;camiseta, dise&ntilde;o &laquo;uscss nostromo&raquo; negro l",1
107868,B07BN21Y1R,vans,"vans ward platform canvas zapatillas mujer, negro (canvas) black/white 187), 40 eu (6.5 uk)",query: vans,"passage: vans ward platform canvas zapatillas mujer, negro (canvas) black/white 187), 40 eu (6.5 uk)",1
235,B08Z8F7W1P,", boxer sin costuras","double m, calzoncillos boxer sin costura, bóxers felxibles, transpirables, suaves y cómodos ideales para deporte, runing, ejercicio, ciclismo, tallas m,l,xl,xxl,3xl, pack de 12","query: , boxer sin costuras","passage: double m, calzoncillos boxer sin costura, bóxers felxibles, transpirables, suaves y cómodos ideales para deporte, runing, ejercicio, ciclismo, tallas m,l,xl,xxl,3xl, pack de 12",1
13112,B08XJNPBCZ,barbacoas de carbon sin humo,"telam mini parrilla de carbón portátil, 40 * 23.5* 13.5cm plegable barbacoa de acero inoxidable, 3-5 personebbq clip y cepillo de aceite para cocinar al aire libre camping picnic barbacoa (b)",query: barbacoas de carbon sin humo,"passage: telam mini parrilla de carbón portátil, 40 * 23.5* 13.5cm plegable barbacoa de acero inoxidable, 3-5 personebbq clip y cepillo de aceite para cocinar al aire libre camping picnic barbacoa (b)",1
15455,B08F4QZD6F,bicicleta niño 3 años sin pedales,"xiapia bicicleta sin pedales, correpasillos bebes 1 año, juguetes bebes 1 año, bicicleta infantil sin pedales de forma animal abeja, regalo de cumpleaños navidad para niños de 10-36 meses(abeja)",query: bicicleta niño 3 años sin pedales,"passage: xiapia bicicleta sin pedales, correpasillos bebes 1 año, juguetes bebes 1 año, bicicleta infantil sin pedales de forma animal abeja, regalo de cumpleaños navidad para niños de 10-36 meses(abeja)",1
64363,B094C88T6Q,luz patines en linea,"opurtdor patines en línea,ajustable diversión flashing roller para chicos y chicas hombres mujeres zapatos de patinaje de velocidad para principiantes especializados con ruedas luminosas",query: luz patines en linea,"passage: opurtdor patines en línea,ajustable diversión flashing roller para chicos y chicas hombres mujeres zapatos de patinaje de velocidad para principiantes especializados con ruedas luminosas",1
101142,B0107NMLGA,teclado digital,rockjam rj-661 - super kit de 61 teclas del teclado lcd con soporte y auriculares,query: teclado digital,passage: rockjam rj-661 - super kit de 61 teclas del teclado lcd con soporte y auriculares,1
10102,B07JY7ZBJD,arbol de navidad blanco,"lars360 árbol de navidad árbol artificial arboles decoración navideña, material blanco pvc, blanco con soporte en plástico, altura 2ft - 60cm",query: arbol de navidad blanco,"passage: lars360 árbol de navidad árbol artificial arboles decoración navideña, material blanco pvc, blanco con soporte en plástico, altura 2ft - 60cm",1
33591,B008AHRKNA,disfraz astronauta,"fun shack disfraz astronauta niño, disfraz carnaval niño disponible en talla m",query: disfraz astronauta,"passage: fun shack disfraz astronauta niño, disfraz carnaval niño disponible en talla m",1
60854,B07D8NHY6C,led a bateria,"sunix foco led recargable 30w, luz de trabajo 48 leds con asa magnética, 4 modos, impermeable ip64 con baterías recargables incorporadas 1600lm y puerto usb dual y modo de emergencia sos",query: led a bateria,"passage: sunix foco led recargable 30w, luz de trabajo 48 leds con asa magnética, 4 modos, impermeable ip64 con baterías recargables incorporadas 1600lm y puerto usb dual y modo de emergencia sos",1
30159,B07XD8VQ11,cristal templado xiaomi redmi note 8 pro,"ferilinso cristal templado para xiaomi redmi note 8 pro, [2 pack] protector de pantalla screen protector con garantía de reemplazo de por vida para cristal templado xiaomi redmi note 8 pro",query: cristal templado xiaomi redmi note 8 pro,"passage: ferilinso cristal templado para xiaomi redmi note 8 pro, [2 pack] protector de pantalla screen protector con garantía de reemplazo de por vida para cristal templado xiaomi redmi note 8 pro",1
43315,B098NQLJKX,funda playa movil,"cocoda funda impermeable móvil, [2 unidades] ipx8 funda acuatica movil, bolsa estanca compatible con iphone 13/13 pro max/12/11, galaxy s21 ultra/s20/s10 hasta 7'' para playa, viajes, piscina",query: funda playa movil,"passage: cocoda funda impermeable móvil, [2 unidades] ipx8 funda acuatica movil, bolsa estanca compatible con iphone 13/13 pro max/12/11, galaxy s21 ultra/s20/s10 hasta 7'' para playa, viajes, piscina",1
19414,B09FL3JQ7C,bragas sin costuras mujer pack,nc bragas de seda ice señoras bikinis braguitas encaje cintura baja sin costuras algodón dormir calzoncillos pack de 4,query: bragas sin costuras mujer pack,passage: nc bragas de seda ice señoras bikinis braguitas encaje cintura baja sin costuras algodón dormir calzoncillos pack de 4,1
43284,B07J546KDY,funda nokia 7.1,"peakally funda nokia 7.1, transparente silicona funda para nokia 7.1 carcasa flexible claro ligero tpu fundas [antideslizante] [resistente a arañazos] 5.84""-transparente",query: funda nokia 7.1,"passage: peakally funda nokia 7.1, transparente silicona funda para nokia 7.1 carcasa flexible claro ligero tpu fundas [antideslizante] [resistente a arañazos] 5.84""-transparente",1
32712,B007H6Z9MY,destornilladores intercambiables,draper 5721 - estuche de destornilladores aislados intercambiables (10 piezas),query: destornilladores intercambiables,passage: draper 5721 - estuche de destornilladores aislados intercambiables (10 piezas),1
13292,B08V3G2NZH,barrefondo de piscina,"becoyou limpiafondos piscina, aspirador piscina con 5 secciones de poste 2 bolsas de malla limpiafondos piscina manual piscina accesorios para piscina, estanque, spa",query: barrefondo de piscina,"passage: becoyou limpiafondos piscina, aspirador piscina con 5 secciones de poste 2 bolsas de malla limpiafondos piscina manual piscina accesorios para piscina, estanque, spa",1
21370,B00NGRP19E,cajitas de madera,"artemio - juego de 3 cajas para almacenamiento, color beige",query: cajitas de madera,"passage: artemio - juego de 3 cajas para almacenamiento, color beige",1
104816,B073X1MZVP,traje natacion aguas abiertas,"billabong intruder 302 gbs, traje de natación para hombre, negro (negro 19), large (talla del fabricante: w175-190)",query: traje natacion aguas abiertas,"passage: billabong intruder 302 gbs, traje de natación para hombre, negro (negro 19), large (talla del fabricante: w175-190)",1
7935,B0825LZMVM,alfombra habitacion juvenil lavable,modkoy alfombras grandes de salon y finas lavable tejidas shaggy ultra suave imitación mullida lana piel antideslizante acogedor para yoga salón económica habitacion 130x130cm azul,query: alfombra habitacion juvenil lavable,passage: modkoy alfombras grandes de salon y finas lavable tejidas shaggy ultra suave imitación mullida lana piel antideslizante acogedor para yoga salón económica habitacion 130x130cm azul,1
101140,B07GLKX4XN,teclado bluetooth tablet,"yzpusi bluetooth 3.0 inalámbrico wireless teclado, ultra slim y ligero teclado compatible with tablet, smartphone, portable teclado, android",query: teclado bluetooth tablet,"passage: yzpusi bluetooth 3.0 inalámbrico wireless teclado, ultra slim y ligero teclado compatible with tablet, smartphone, portable teclado, android",1
13496,B01LY6E214,bastones elegantes,elegante palo de madera de rosa con mango de bola de latón,query: bastones elegantes,passage: elegante palo de madera de rosa con mango de bola de latón,1
82372,B07VP53F7K,porta incienso metal,yalatan porta incienso mosquito porta incienso metal hueco estuche de incienso floral mosquito mosquito bobina repelente de insectos repelente de accesorios para el hogar,query: porta incienso metal,passage: yalatan porta incienso mosquito porta incienso metal hueco estuche de incienso floral mosquito mosquito bobina repelente de insectos repelente de accesorios para el hogar,1
78602,B07SD28ZCC,pegatinas para autocaravanas,"vinilo pegatina adventure para caravanas, jeep, autocaravanas, habitaciones camping pared/cristal campistas 70 x 40 cm de chpyhome",query: pegatinas para autocaravanas,"passage: vinilo pegatina adventure para caravanas, jeep, autocaravanas, habitaciones camping pared/cristal campistas 70 x 40 cm de chpyhome",1
42407,B07V88VLPM,franco nerf fortnite,nerf microshots fortnite hc-r,query: franco nerf fortnite,passage: nerf microshots fortnite hc-r,1
83750,B06XRH2WHD,protector cuna barrotes,tuc tuc people - protector cuna,query: protector cuna barrotes,passage: tuc tuc people - protector cuna,1
31829,B07GQBDL4M,dc multiverse,dc comics multiverse kgbeast figure,query: dc multiverse,passage: dc comics multiverse kgbeast figure,1
115502,B07LFYXTBM,zapatos invierno hombres,"geox u nebula c zapatillas hombre, azul (navy c4002), 41 eu",query: zapatos invierno hombres,"passage: geox u nebula c zapatillas hombre, azul (navy c4002), 41 eu",1
105203,B089HTDBD6,tresemme acondicionador,tresemmé acondicionador botanique coco nutre y fortalece 685 ml - pack de 6,query: tresemme acondicionador,passage: tresemmé acondicionador botanique coco nutre y fortalece 685 ml - pack de 6,1
93915,B07QX6M3FT,sj sanders,the vori's mate: a mate index alien romance (the mate index book 5) (english edition),query: sj sanders,passage: the vori's mate: a mate index alien romance (the mate index book 5) (english edition),1
87049,B00HNSUZD4,removedor de durezas,purovi cortacallos de acero inoxidable | removedor de durezas | 10 cuchillas incluidas | pedicura y cuidado de pies,query: removedor de durezas,passage: purovi cortacallos de acero inoxidable | removedor de durezas | 10 cuchillas incluidas | pedicura y cuidado de pies,1
8761,B01MFCKG43,american crew,american crew pomada de fijacion (fijacion extrema/ brillon intenso) 85g,query: american crew,passage: american crew pomada de fijacion (fijacion extrema/ brillon intenso) 85g,1
66799,B017XL96NA,medias irrompibles,"medias a compresión fuerte | panty compresión | 140 den 15-21 mm/hg | s, m, l, xl negro, natural | calcetería italiana | (xl, natural)",query: medias irrompibles,"passage: medias a compresión fuerte | panty compresión | 140 den 15-21 mm/hg | s, m, l, xl negro, natural | calcetería italiana | (xl, natural)",1
